Query,URI,Title,Definition,Synonyms,Parent_URI,Children
Special vehicle,http://id.who.int/icd/entity/1853977475,Special all-terrain vehicle or off-road vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/1083915581,Certain specified mobile machinery or special purpose vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/1683575970,Unspecified occupant of special agricultural vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1766261064,Passenger of special construction vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/447320796,Passenger of special construction vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1321646217,Passenger of special industrial vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/202165470,Driver of special construction vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1026042653,Passenger of special industrial vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1845805603,Driver of special construction vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/730690845,Driver of special industrial vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1233484770,Driver of special industrial vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1975503305,Passenger of special agricultural vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/105994845,Passenger of special agricultural vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/284427357,Driver of special agricultural vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1929120420,Driver of special agricultural vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1393249384,Special construction vehicle as mode of transport of person injured in transport related event,"A motor vehicle designed specifically for use in the construction (or demolition) of roads, buildings and other structures or associated earth-moving.",,,[]
Special vehicle,http://id.who.int/icd/entity/501895607,Person on outside of special construction vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1570324234,Special construction vehicle as counterpart in land transport crash,"A motor vehicle designed specifically for use in the construction (or demolition) of roads, buildings and other structures or associated earth-moving.",,,[]
Special vehicle,http://id.who.int/icd/entity/2145541962,Person on outside of special construction vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/980150390,Person on outside of special industrial vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1482942089,Person on outside of special industrial vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/17996088,Person on outside of special agricultural vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1662687177,Person on outside of special agricultural vehicle injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/339419809,Special all-terrain vehicle as mode of transport of person injured in transport related event,"A vehicle designed primarily for off-road use with capability to traverse a wide range of types of terrain by means of wheels, tracks, support on a cushion of air or other form of support/traction.","Mode of transport, Special all-terrain or off-road vehicle",,[]
Special vehicle,http://id.who.int/icd/entity/761501405,Special vehicle mainly used on industrial premises as mode of transport of person injured in transport related event,A motor vehicle designed primarily for use within the buildings and premises of industrial or commercial establishments.,special vehicle used in industry as mode of transport of person injured in transport related event,,[]
Special vehicle,http://id.who.int/icd/entity/1819742234,Mobile machinery or special purpose vehicle mainly used in construction,,,,[]
Special vehicle,http://id.who.int/icd/entity/189730743,Person injured while boarding or alighting from special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/2069853402,Mobile machinery or special purpose vehicle mainly used in industry,,,,[]
Special vehicle,http://id.who.int/icd/entity/751744632,Person injured while boarding or alighting from special industrial vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/1109907866,Mobile machinery or special purpose vehicle mainly used in agriculture,,,,[]
Special vehicle,http://id.who.int/icd/entity/397920054,Person injured while boarding or alighting from special agricultural vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/311555997,Special all-terrain vehicle as counterpart in land transport crash,"A vehicle designed primarily for off-road use with capability to traverse a wide range of types of terrain by means of wheels, tracks, support on a cushion of air or other form of support/traction.",,,[]
Special vehicle,http://id.who.int/icd/entity/1649731250,Special vehicle mainly used in agriculture as mode of transport of person injured in transport related event,"A motor vehicle designed specifically for use in farming and agriculture (horticulture), for example to work the land, tend and harvest crops and transport materials on the farm.",,,[]
Special vehicle,http://id.who.int/icd/entity/419014753,Special vehicle mainly used in agriculture as counterpart in land transport crash,"A motor vehicle designed specifically for use in farming and agriculture (horticulture), for example to work the land, tend and harvest crops and transport materials on the farm.",,,[]
Special vehicle,http://id.who.int/icd/entity/723879647,Unintentional land transport nontraffic event injuring a user of a special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/1838051789,Assault by land transport traffic event injuring occupant of special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/648672667,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used in agriculture,,,,[]
Special vehicle,http://id.who.int/icd/entity/1475436790,Special vehicle mainly used on industrial premises as counterpart in land transport crash,A motor vehicle designed primarily for use within the buildings and premises of industrial or commercial establishments.,,,[]
Special vehicle,http://id.who.int/icd/entity/1682209990,Land transport traffic injury event of undetermined intent injuring a user of a special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/1843870705,Land transport nontraffic injury event of undetermined intent injuring a user of a special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/94693671,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special construction vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/449621115,Unintentional land transport traffic event injuring a user of an all-terrain vehicle,,"occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",,[]
Special vehicle,http://id.who.int/icd/entity/1288425662,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used on industrial premises,,,,[]
Special vehicle,http://id.who.int/icd/entity/24783331,Land transport traffic injury event of undetermined intent injuring a user of a special vehicle mainly used in agriculture,,,,[]
Railway,http://id.who.int/icd/entity/627674579,Unintentional railway transport injury event,,train accident; train crash; Railway accident NOS,,[]
Railway,http://id.who.int/icd/entity/1113541981,Occupant of railway train or railway vehicle injured in collision with other object,,Railway collision NOS,,[]
Railway,http://id.who.int/icd/entity/1109870961,Pedestrian injured in collision with railway train or railway vehicle,,,,[]
Railway,http://id.who.int/icd/entity/1221115924,Railway transport injury event of undetermined intent,,,,[]
Railway,http://id.who.int/icd/entity/555531715,Exposure to railway transport injury event,,,,[]
Railway,http://id.who.int/icd/entity/1763852271,Occupant of railway train or railway vehicle injured in transport accident,,,,[]
Railway,http://id.who.int/icd/entity/1251979944,Intentional self-harm by railway transport injury event,,,,[]
Railway,http://id.who.int/icd/entity/968659116,Car occupant injured in collision with railway train or railway vehicle,,,,[]
Railway,http://id.who.int/icd/entity/1041020799,Bus occupant injured in collision with railway train or railway vehicle,,,,[]
Railway,http://id.who.int/icd/entity/978055709,Railway vehicle as mode of transport of person injured in transport related event,"A vehicle, or a coupled set of vehicles (a train), designed for traffic on a railway.","Mode of transport, Rail vehicle",,[]
Railway,http://id.who.int/icd/entity/788642162,Railway vehicle as counterpart in land transport crash,"A vehicle, or a coupled set of vehicles (a train), designed for traffic on a railway.",,,[]
Railway,http://id.who.int/icd/entity/1504896322,Assault by railway transport injury event,,,,[]
Railway,http://id.who.int/icd/entity/367133032,Pedal cyclist injured in collision with railway train or railway vehicle,,,,[]
Railway,http://id.who.int/icd/entity/838309904,Railway train as mode of transport of person injured in transport related event,,,,[]
Railway,http://id.who.int/icd/entity/1228299776,Railway train as counterpart in land transport crash,,,,[]
Railway,http://id.who.int/icd/entity/1774845798,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,,,,[]
Railway,http://id.who.int/icd/entity/376039232,"Pedestrian injured in collision with railway train or railway vehicle, traffic accident",,pedestrian struck by train,,[]
Railway,http://id.who.int/icd/entity/307373757,Motorcycle rider injured in collision with railway train or railway vehicle,,,,[]
